forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"1pc Outdoor Firewood Rack Cover, Log Rack Cover, Waterproof Wood Cover For Log Holder, 2 Size, Black","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601099615044900,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"Heavy Duty 600D Oxford Cloth Firewood Cover With Zipper, Triple Layer, UV/Windproof, For Patio/Backyard/Garage Wood Stor","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601101178983766,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"[2-pack?] Firewood Rack Cover, Heavy Duty Firewood Cover, Outdoor Wood Tarp, Weather Resistant, Wood Pile Tarp, Black","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601101248242089,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"1pc Heavy Duty Firewood Log Rack Cover, Oxford Waterproof, Patio Garden Log Holder Cover, All Weather Outdoor Furniture ","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601099530118691,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"4ft Heavy Duty Outdoor Log Rack Cover With UV Protection Design, Heavy Duty Pull-Out Firewood, For Firewood Storage, Woo","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601103145264376,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"Waterproof Firewood Cover, Heavy Duty Polyester Fabric With Hook And Loop Fastener, Dust And UV Protection, Outdoor Fire","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601099574588310,,,,FAIL,,,,,,,,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"4Ft Firewood Racks Cover, Heavy Duty Outdoor Logs Holder Stand Cover with -Black","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",UNMAPPED-01,,,,FAIL,,,,,24.22,,659,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"8ft Outdoor Firewood Rack Cover - Oxford Fabric, with Zipper & Openable Front Flap, Fits 96""×24""×49"" Wooden Stands (Rack","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",UNMAPPED-02,,,,FAIL,,,,,29.71,,809,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,8ft Outdoor Cover | Heavy Duty 210D Oxford Fabric,"Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",UNMAPPED-03,,,,FAIL,,,,,29.99,,816,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"8FT Firewood Storage Log Rack Cover, Heavy Duty 210D / 8Ft Firewood Rack Cover, Waterproof Storage","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",UNMAPPED-04,,,,FAIL,,,,,29.99,,816,,,,,,,,,False
35,?,?,False,,,v22/fas1/vedstallsoverdrag.json,fas1,"Firewood Log Hoop Cover 500D, Outdoor Waterproof Firewood Log Rack Cover, Round Wood Rack Cover With Zipper, Openable, L","Vedställsöverdrag — BARA överdraget (inget ställ ingår), 4–8 ft, med spännen. Objekt: vedstället/vedstapeln på tomten. Friktion (sep–okt): presenningen blåser av, veden blir blöt inför eldningssäsongen. Hook: ""Blåser presenningen av veden igen?""",601099612429287,,,,FAIL,,,,,,,,,,,,,,,,False
34.0,?,?,False,,,v22/fas2/djur.json,djur,"wall mounted horse blanket rack, 6 swivel bars, iron alloy (engelsk slug; svensk titel BLOCKED_SOURCE)",Vaggmonterat tackesstall med 6 svangarmar for stallet,601099685584020,https://www.temu.com/se/g-601099685584020.html,,34.0,ELIM,publik,UNKNOWN,,,,,,,,,,,,Torkar aldrig hasttacket?,"Varning 1 i uppdraget rakt pa: hastutrustning kops av kvinnor, kontots pixel ar man 45-70. Dessutom sitter stallningen inomhus i stallet = gate 1.",False
34.0,?,?,False,,,v22/fas2/djur.json,djur,"wall mounted horse blanket rack, 6 swivel bars, iron alloy (engelsk slug; svensk titel BLOCKED_SOURCE)",Vaggmonterat tackesstall med 6 svangarmar for stallet,601099562733898,https://www.temu.com/se/g-601099562733898.html,,34.0,ELIM,publik,UNKNOWN,,,,,,,,,,,,Torkar aldrig hasttacket?,"Varning 1 i uppdraget rakt pa: hastutrustning kops av kvinnor, kontots pixel ar man 45-70. Dessutom sitter stallningen inomhus i stallet = gate 1.",False
33.0,GREEN,?,False,,,dataset(V2.1),garage,"25 Inch Tire Cover, silvery-coated 4-tire storage bag",Däckstapeln,601101808893760,https://www.temu.com/se/g-601101808893760.html,,28.0,ELIM,shelf,"Biltema/Jula 4-pack — samma kategori, kunden jämför direkt; formen (silverfodral) ser ut som grillöverdrag",3,snippet,,,,,,,,,,,—,False
33.0,GREEN,?,False,,,dataset(V2.1),garage,1pc 36×60 Inch Oil Spill Mat for Driveway,Uppfarten/garagegolvet,601101639123846,https://www.temu.com/se/g-601101639123846.html,,28.0,ELIM,economics,,112,snippet,,,,,,,,,,,—,False
33.0,?,PASS,False,,,v22/fas2/djur.json,djur,"folding dog ramp for car/SUV, non-slip (engelsk slug; svensk titel BLOCKED_SOURCE)",Hopfallbar hundramp till bilens baklucka - for den aldre jakthunden som inte orkar hoppa in,606389183296942,https://www.temu.com/se/g-606389183296942.html,,58.0,C,ekonomi,UNDANTAG (markesankare),,,69.0,,699.0,,,Hundramper i svensk fackhandel/marketplace (PriceRunner),1412.0,699.0,,Orkar hunden inte hoppa in langre?,"Ekonomin ar strukturellt fel: bada prissatta listningarna ($54, $69) ger landad 564-845 kr, alltsa over 420 kr-stoppet, och 2,4x hamnar over 1000 kr-taket. Detsamma galler varje aluminiumramp. Plus 'p",False
33.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,Multifunctional 3-In-1 Metal Wire Weeding Brush With Telescopic Long Handle For Concrete/Deck/Tile/Moss,mossborste för plattor (alternativ listning),605506114568090,https://www.temu.com/se/g-605506114568090.html,,28.0,ELIM,ekonomi,PENDING_VERIFICATION,99,snippet+,4.0,,109,,,,,,,Är altanen grön och hal i höstfukten?,landad 42–49 kr; för billig produkt för att bära ett 300-kronorspris utan att kännas som lågprisvara.,False
33.0,GREEN,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"1pc fire pit mat, fireproof stove grill mats blanket for wood deck insulation",eldkorgsmatta-trallskydd,601099533665721,https://www.temu.com/g-601099533665721.html,,28.0,ELIM,shelf,FAIL,59,snippet,5.31,,145,,,Jula Grillmatta 80x120 cm (Burns & Barkles),,,,Bränner eldkorgen märken i trallen?,Hyllan — konceptet är redan hyllat som 'grillmatta'.,False
33.0,GREEN,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"BBQ fireproof under grill mat, double-sided, 48x30 / 23,6x15,8 tum",eldkorgsmatta-trallskydd,601101309459899,https://www.temu.com/g-601101309459899.html,,28.0,ELIM,shelf,FAIL,11,snippet,6.63,,180,,,Jula Grillmatta 80x120 cm (Burns & Barkles),,,,Bränner eldkorgen märken i trallen?,Hyllan — konceptet är redan hyllat som 'grillmatta'.,False
32.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Trunk Protector Tree Cover, Courtyard Fruit Tree Seedling Cage 5pcs, Plant Animal Damage Fence, Breathable",stamskydd mot gnagare,606306589057926,https://www.temu.com/se/g-606306589057926.html,,32.0,ELIM,presens,PENDING_VERIFICATION,,,11.0,,299,,,,,,,Gnager hararna på dina fruktträd i vinter?,Gate 2 fäller den: skadan ligger i framtiden och kan inte fotograferas i en svensk trädgård i september.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"36 inch log tongs, timber tongs lifting hook, heavy duty steel 4 claw tree puller",timmertang-vedtang,601099606304498,https://www.temu.com/g-601099606304498.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"log lifting tongs, timber lifting tongs for truck tractor, 28 inch 4 claw",timmertang-vedtang,601099646089020,https://www.temu.com/g-601099646089020.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,4 claw timber claw hook 28 inch log lifting tongs,timmertang-vedtang,601099902915289,https://www.temu.com/g-601099902915289.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"claw hook log lifting tongs heavy duty timber claw, 1000 kg",timmertang-vedtang,601101594968606,https://www.temu.com/g-601101594968606.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"timber claw hook 28 inch 4 claw log grapple, swivel, 2205 lbs / 1000 kg",timmertang-vedtang,601099615802370,https://www.temu.com/g-601099615802370.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
31.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"log lifting tongs 4 prong heavy duty solid steel, tractor grapple rotating timber lifter",timmertang-vedtang,601099594123312,https://www.temu.com/g-601099594123312.html,,31.0,C,shelf,FAIL,,,,,,,,Biltema brastillbehör (eldstadsredskap/tänger),,,,Lyfter du stockarna för hand?,Hyllan. Biltema har en hel avdelning brastillbehör och Jula spisredskap.,False
30.0,?,?,False,,,dataset(V2.1),bat,"2 pcs boat trailer guide pole sleeves, reflective, oxford padding",Befintliga styrstolpar på båttrailern,605544031069820,https://www.temu.com/se/g-605544031069820.html,,30.0,C,audience,"kräver trailer MED styrstolpar — dubbel filtrering, klassen < 100 000",,,,,,PR: inget; rörisolering är kedjevara,,,,,,,för smal publik,False
30.0,?,PASS,False,,,dataset(V2.1),bat,"Trailer coupler lock, fits 2 / 2 5/16 in couplers",Båttrailerns kulkoppling,601099659168136,https://www.temu.com/se/g-601099659168136.html,,25.0,ELIM,shelf,"mass-commoditiserad kategori, kedjor har den",,,,,,"PR: 1000+ (ABUS 599 kr 7 butiker, Carpoint 195 kr, Combilock …); Biltema/Jula sä",599.0,ABUS 70IB,599.0,,,,passform + commodity,False
30.0,?,PASS,False,,,dataset(V2.1),djur,,bilens baksäte — seat cover/extender heavy duty,601100567596113,https://www.temu.com/se/g-601100567596113.html,,25.0,ELIM,shelf,Mjukt sätesskydd: samma form som kedjornas 138–300 kr,,,,,,PriceRunner-utdrag 'bilskydd hund baksäte': hängmatta finns överallt (Teknikprof,1167.0,,,,,,Mjukt sätesskydd: samma form som kedjornas 138–300 kr,False
30.0,?,PASS,False,,,dataset(V2.1),djur,,hundens tassar vid dörren — uppladdningsbar tvättkopp,601101524039931,https://www.temu.com/se/g-601101524039931.html,,25.0,ELIM,shelf,Tassrengörare finns i 10+ varianter 79–149 kr på PriceRunner (Clas Ohlson/Jula-typ); samma form; gadget med batteri,,,,,,"PriceRunner: Otego 129–149, Verk 139, div 79–99",99.0,,,,,,Tassrengörare finns i 10+ varianter 79–149 kr på PriceRunner (Clas Ohlson/Jula-typ); samma form; gadget med batteri,False
30.0,?,?,False,,,dataset(V2.1),garage,"1pc Wall Mount Connector Holder for Type 2 EV Charging Cable, universal, with installation kit",Laddhandtaget/laddkabeln,601099595139431,https://www.temu.com/se/g-601099595139431.html,,30.0,ELIM,shelf,Samma form (holster typ 2) säljs i kedjorna och på Amazon.se för under 150 kr — jämförelsehandlad commodity,,,,,,Amazon.se GRAFT väggfäste typ 2 (ur sökutdrag); Biltema/Jula/Clas Ohlson säljer ,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),garage,"2set EV Charger Holder Wall Mount, Type 2 charging cable holder with hook, EU, outdoor/indoor",Laddhandtaget,601099620819177,https://www.temu.com/se/g-601099620819177.html,,30.0,ELIM,shelf,Samma form som kedjornas hållare,,,,,,Som 601099595139431,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),garage,Magnetic Car Charging Port Cover,Elbilens laddport,606521656214848,https://www.temu.com/se/g-606521656214848.html,,30.0,ELIM,economics,,,,,,,,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),grasklippare,"48-inch tow-behind lawn sweeper, leaf collector hopper",Åkgräsklippare (dragkrok) + gräsmattan,601099624750387,https://www.temu.com/se/g-601099624750387.html,,30.0,ELIM,shelf,"Samma form (gräsmattesop 42–48"") hyllad i Sverige",,,,,,Jula/Biltema/fackhandel säljer lövuppsamlare till åkgräsklippare (kategorikunska,,Husqvarna Stötfångare/Löv- & gräsuppsamlare-kategori,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),grasklippare,"42-inch tow-behind lawn sweeper, 12 cu ft, for garden tractors",Åkgräsklippare (dragkrok) + gräsmattan,601100086553587,https://www.temu.com/se/g-601100086553587.html,,30.0,ELIM,shelf,"Samma form (gräsmattesop 42–48"") hyllad i Sverige",,,,,,Jula/Biltema/fackhandel säljer lövuppsamlare till åkgräsklippare (kategorikunska,,Husqvarna Stötfångare/Löv- & gräsuppsamlare-kategori,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),grasklippare,"Riding lawn mower lift jack, 890 lbs, telescopic, 45° tilt",Åkgräsklippare (underhåll av klippdäck),601099634319441,https://www.temu.com/se/g-601099634319441.html,,30.0,ELIM,shelf,Samma form i kedjorna (ej prisverifierat),,,,,,"Jula/Biltema säljer gräsklipparlyft (kategorikunskap, EJ verifierat — 403)",,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),handmaskiner,MTM Gutter Cleaning Kit For 30cc Leaf Blowers With Extension Adaptor Attachment,"Hängrännor + bensinlövblås 30cc (MTM-märke, AU-listning)",601099813074405,https://www.temu.com/se/g-601099813074405.html,,30.0,ELIM,variant,Byggd för ett märke/motorstorlek (MTM 30cc) — svensk ägare vet inte om den passar,,,,,,Som 601103248788835 — EJ VERIFIERAD,,,,,,,Passar inte svenska maskiner,False
30.0,?,?,False,,,dataset(V2.1),hus,"Flexible Rain Gutter Downspout Extensions 2-pack, 21–60 in, brown",stuprör,601099647114403,https://www.temu.com/se/g-601099647114403.html,,30.0,ELIM,shelf,Biltema utkastare + flexibel förlängning på Fyndiq/Hemmatema/Bygghemma i samma form; < 199 kr-vara,,,,,,Biltema,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),hus,"Rain Gutter Downspout Extension Drain Adapter, no-dig catch basin kit",stuprör,601099522704498,https://www.temu.com/se/g-601099522704498.html,,30.0,ELIM,shelf,Biltema utkastare + flexibel förlängning på Fyndiq/Hemmatema/Bygghemma i samma form; < 199 kr-vara,,,,,,Biltema,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),hus,"Gutter Downspout Extension flexible, 20–150 cm, with screws",stuprör,601099542680654,https://www.temu.com/se/g-601099542680654.html,,30.0,ELIM,shelf,Biltema utkastare + flexibel förlängning på Fyndiq/Hemmatema/Bygghemma i samma form; < 199 kr-vara,,,,,,Biltema,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),hus,Downspout Extender telescopic flexible drainage tool,stuprör,601099522917120,https://www.temu.com/se/g-601099522917120.html,,30.0,ELIM,shelf,Biltema utkastare + flexibel förlängning på Fyndiq/Hemmatema/Bygghemma i samma form; < 199 kr-vara,,,,,,Biltema,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),hus,"Downspout Extension flexible, 50–57 in",stuprör,601099524916867,https://www.temu.com/se/g-601099524916867.html,,30.0,ELIM,shelf,Biltema utkastare + flexibel förlängning på Fyndiq/Hemmatema/Bygghemma i samma form; < 199 kr-vara,,,,,,Biltema,,,,,,,—,False
30.0,?,?,False,,,dataset(V2.1),hus,Temu-kategori 'mouse proof dryer vent cover' (2pcs stainless mesh exterior wall vent; 4/6-inch 304 stainless) — ingen en,husets ventilationsöppningar/krypgrundsventiler,,https://www.temu.com/mouse-proof-dryer-vent-cover-5050366476741-s.html,,30.0,ELIM,shelf,Biltema säljer rostfritt ventilgaller i samma form; Anticimex/Granngården i fackhandel; diameter-variant som kunden måste mäta,,,,,,Biltema,,,,,,,—,False
30.0,?,PASS,False,,,dataset(V2.1),husvagn,"Heavy duty waterproof trailer hitch cover with strap, UV/snow/dust resistant PVC coupler protector",Kulkopplingen (amerikansk A-ramskoppling),601099577187627,https://www.temu.com/se/g-601099577187627.html,,25.0,ELIM,shelf,"Biltema 'Dragskydd för husvagnskoppling' 99,90 kr, Clas Ohlson 'Dragskydd till husvagn och släpvagn 88×63 cm' (PVC), Thansen Camp+Nature 600D 79,96 kr, Husvagn Svensson 139 kr (ur Yahoo-sökutdrag + produktsidor 2026-09-04). Samma funktion och form (överdrag över kulkopplingen) i två kedjor, inget mä",,,,,,Biltema,99.9,,,,,,Passar inte AL-KO-kopplingen.,False
30.0,?,?,False,,,dataset(V2.1),husvagn,"Merxeng travel trailer RV cover windproof 6 layers anti-UV top panel, fits 37–40 ft motorhome, 4 tire covers",Hela husvagnen/husbilen,601099604074547,https://www.temu.com/se/g-601099604074547.html,,30.0,ELIM,variant,"Längdvarianter i fot (US-klasser); svensk ägare vet längden i meter, och 6-lagers helöverdrag kräver fukt-/andningsargument som annonsen måste förklara.",,,,,,UNKNOWN,,,,,,,Storlek i fot + pris över taket.,False
30.0,?,?,False,,,dataset(V2.1),husvagn,"24–26 ft travel trailer RV cover, Oxford, waterproof, rip-resistant, anti-UV, with tongue jack cover + 6 gutter covers",Hela husvagnen/husbilen,601099646583006,https://www.temu.com/se/g-601099646583006.html,,30.0,C,variant,"Längdvarianter i fot (US-klasser); svensk ägare vet längden i meter, och 6-lagers helöverdrag kräver fukt-/andningsargument som annonsen måste förklara.",,,,,,UNKNOWN,,,,,,,Storlek i fot + pris över taket.,False
30.0,?,?,False,,,dataset(V2.1),husvagn,"Waterproof Oxford fabric RV & trailer covers, weatherproof (Temu UK)",Hela husvagnen/husbilen,601099564774462,https://www.temu.com/se/g-601099564774462.html,,30.0,C,variant,"Längdvarianter i fot (US-klasser); svensk ägare vet längden i meter, och 6-lagers helöverdrag kräver fukt-/andningsargument som annonsen måste förklara.",,,,,,UNKNOWN,,,,,,,Storlek i fot + pris över taket.,False
30.0,?,?,False,,,dataset(V2.1),mc,UNIVERSAL * SNOW PLOW KIT * Plow System Steel Blade Complete Universal Mount Package 47in,"ATV-plog 47"" universal (stålblad + universalfäste)",601099742091812,https://www.temu.com/se/g-601099742091812.html,,30.0,ELIM,economics,"371,83 USD ≈ 3 530 kr Temu → > 1 000 kr; tung frakt",,,,,,Jula/Kellfri/ATV-butiker säljer plogblad ~3 000–5 000 kr,,,,,,,pris,False
30.0,?,?,False,,,dataset(V2.1),pool,"Hot tub cover windproof outdoor portable round inflatable hot spa cover protector, 73×43 in / 185×110 cm (ur söktitel)",Uppblåsbart spa (Lay-Z-Spa-typ) med lock,601099572188942,https://www.temu.com/se/g-601099572188942.html,,30.0,ELIM,shelf,"Bestway-tillbehör säljs i kedjorna enligt kännedom. Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och är märkt 'ej verifierad'. ",,,,,,Rusta/Jula/Biltema säljer Lay-Z-Spa och Bestways egna tillbehör enligt kännedom ,,Bestway Lay-Z-Spa originaltillbehör,,,,,Fel objekt för säsongen.,False
30.0,?,?,False,,,dataset(V2.1),pool,"Waterproof hot tub heater pump cover with zipper, insulated outdoor, fits most models, black (Lay-Z-Spa-pump) (ur söktit",Pumpenheten till uppblåsbart spa,601099574265220,https://www.temu.com/se/g-601099574265220.html,,30.0,ELIM (C om Temu-video visar pump i höstträdgård),shelf,"Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och är märkt 'ej verifierad'. Fackhandelsankare är hämtade live från spabadsbutike",,,,,,Bestway säljer eget termopumpskydd; Rusta/Jula enligt kännedom — ej verifierad,,Bestway Lay-Z-Spa pump cover,,,,,Publik och kedjor.,False
30.0,?,?,False,,,dataset(V2.1),pool,"Spa hot tub pump cover waterproof insulated outdoor protector with handle, quick-release buckle, drawstring (UK-listning",Pumpenheten till uppblåsbart spa,601099624431230,https://www.temu.com/se/g-601099624431230.html,,30.0,ELIM (C om Temu-video visar pump i höstträdgård),shelf,"Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och är märkt 'ej verifierad'. Fackhandelsankare är hämtade live från spabadsbutike",,,,,,Bestway säljer eget termopumpskydd; Rusta/Jula enligt kännedom — ej verifierad,,Bestway Lay-Z-Spa pump cover,,,,,Publik och kedjor.,False
30.0,?,?,False,,,dataset(V2.1),pool,"21 ft round pool winter cover for above-ground pools, cold/UV resistant, winch cable included (ur söktitel)",Ovanmarkpool (stålvägg/ram),601102121472414,https://www.temu.com/se/g-601102121472414.html,,30.0,ELIM,shelf,"Samma form i kedjorna. Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och är märkt 'ej verifierad'. Fackhandelsankare är hämtade ",,,,,,Rusta/Jula/Biltema säljer Intex/Bestway pool-överdrag; poolshoppar vintertäcken ,,,,,,,Kedjorna.,False
30.0,?,?,False,,,dataset(V2.1),pool,"18–30 ft round pool cover for winter, foldable, above-ground, thickened mesh leaf catcher (ur söktitel)",Ovanmarkpool (stålvägg/ram),601099593502009,https://www.temu.com/se/g-601099593502009.html,,30.0,ELIM,shelf,"Samma form i kedjorna. Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och är märkt 'ej verifierad'. Fackhandelsankare är hämtade ",,,,,,Rusta/Jula/Biltema säljer Intex/Bestway pool-överdrag; poolshoppar vintertäcken ,,,,,,,Kedjorna.,False
30.0,?,?,False,,,dataset(V2.1),pool,"Pool above-ground water pump for pool draining, submersible sump pump with 16 ft hose, 25 ft cord, 840 GPH (ur söktitel)","Poolen/vintertäcket (sänka vattennivån vid stängning, pumpa regnvatten av täcket)",601099654587636,https://www.temu.com/se/g-601099654587636.html,,30.0,ELIM,shelf,"Dränkbar pump är hyllvara hos Biltema/Jula i samma form (jämförelsehandlad). Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och ä",,,,,,"Biltema/Jula 'Dränkbar pump' — samma form, enligt kännedom ~300–700 kr, ej verif",,,,,,,Biltema.,False
30.0,?,?,False,,,dataset(V2.1),pool,"1/2 HP submersible water pump 2500 GPH portable sump pump for pool draining, hot tub, garden, 25 ft cord (ur söktitel)","Poolen/vintertäcket (sänka vattennivån vid stängning, pumpa regnvatten av täcket)",601101770891049,https://www.temu.com/se/g-601101770891049.html,,30.0,ELIM,shelf,"Dränkbar pump är hyllvara hos Biltema/Jula i samma form (jämförelsehandlad). Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och ä",,,,,,"Biltema/Jula 'Dränkbar pump' — samma form, enligt kännedom ~300–700 kr, ej verif",,,,,,,Biltema.,False
30.0,?,?,False,,,dataset(V2.1),pool,"Sump pump with float switch, submersible, automatic, 4000 GPH, dirty/clean water transfer for pool draining, hot tub, ba","Poolen/vintertäcket (sänka vattennivån vid stängning, pumpa regnvatten av täcket)",601100966676347,https://www.temu.com/se/g-601100966676347.html,,30.0,ELIM,shelf,"Dränkbar pump är hyllvara hos Biltema/Jula i samma form (jämförelsehandlad). Kedjesajterna (Jula 403, Biltema 403, Rusta 404, Clas Ohlson JS-skal) och alla sökmotorer (WebSearch-kvot slut, DDG captcha, Bing brus, Mojeek 403, Brave 429) var oåtkomliga 2026-09-04 — kedjestatus bygger på kännedom och ä",,,,,,"Biltema/Jula 'Dränkbar pump' — samma form, enligt kännedom ~300–700 kr, ej verif",,,,,,,Biltema.,False
