Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
skrueteltploekker-jordanker-med-gevind,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/24ddc0d3-f92a-4944-894f-2a072490386b.jpg?v=1782034686,3,,,,,
skrueteltploekker-jordanker-med-gevind,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5cbd1dc6-9a91-43d3-9df5-f69876976f4d.jpg?v=1782034686,4,,,,,
skrueteltploekker-jordanker-med-gevind,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4ddf6732de6843df847152148e47580b-goods.jpg?v=1782034686,5,,,,,
kasketlampe-300-lumen-clip-on-led-pandelampe,Kasketlampe 300 Lumen – Clip-On LED Pandelampe,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Lys hvor du kigger – med hænderne fri</h2>
<p>Når du fisker, løber eller arbejder i mørket, har du brug for lys præcis dér, hvor du kigger. At holde en lommelygte samtidig gør det både besværligt og usikkert.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/bf853be8-3fb7-4687-ba89-aedbbc3ae574.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Kasketlampe 300 lumen""></p>
<h3 style=""font-size:19px;"">Klem fast på kasketten og se</h3>
<p>Denne lampe klemmes nemt fast på kasketten og lyser med 300 lumen, dér hvor du kigger. Den er let og batteridrevet, så du altid har lys lige ved hånden.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/3c98a5f3-1f7c-4193-a440-522a3cccc97a.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Kasketlampe på kasket""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>300 lumen lysstyrke</li><li>Klemmes nemt fast på kasketten</li><li>11 LED for bredt lys</li><li>Let og batteridrevet</li><li>God til fiskeri, løb og camping</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/b28f4529-8db8-40dc-8659-119966002445.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Kasketlampe detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Camping,"Belysning, Camping, Fiskeri, Friluftsliv, LED",FALSE,Title,Default Title,,,,,BAEVER-CAMP-074,shopify,16,continue,manual,119.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/bf853be8-3fb7-4687-ba89-aedbbc3ae574.jpg?v=1782034744,1,Kasketlampe 300 lumen,FALSE,Kasketlampe 300 Lumen – LED Pandelampe,"Klem lampen fast på kasketten og få lys, hvor du kigger. 300 lumen, 11 LED og fri hænder til fiskeri og camping.",draft
kasketlampe-300-lumen-clip-on-led-pandelampe,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3c98a5f3-1f7c-4193-a440-522a3cccc97a.jpg?v=1782034743,2,,,,,
kasketlampe-300-lumen-clip-on-led-pandelampe,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b28f4529-8db8-40dc-8659-119966002445.jpg?v=1782034743,3,,,,,
kasketlampe-300-lumen-clip-on-led-pandelampe,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/8bd0770f-e905-4dce-babb-463c654b5ca7.jpg?v=1782034743,4,,,,,
kasketlampe-300-lumen-clip-on-led-pandelampe,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/73bf2249-b33c-4f67-8b3a-ae306dee4c8f.jpg?v=1782034743,5,,,,,
vandsko-hurtigtoerrende-til-aa-strand,Vandsko – Hurtigtørrende til Å & Strand,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Sko du kan have både i og uden for vandet</h2>
<p>Almindelige sko bliver tunge og våde ved åen og stranden. Barfodet er det let at glide eller skade foden på skarpe sten.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/3f2c1992-1070-40e2-b18a-a81735950a92.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandsko""></p>
<h3 style=""font-size:19px;"">Lette, skridsikre og hurtigtørrende</h3>
<p>Disse vandsko tørrer hurtigt og har en skridsikker sål, der giver godt greb på våde sten. De er lette og åndbare, så de føles behagelige hele dagen.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/12fea254-5aec-4a55-b234-eb11899a4585.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandsko detalje""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Hurtigtørrende og åndbare</li><li>Skridsikker sål med godt greb</li><li>Beskytter foden mod skarpe sten</li><li>Lette at pakke og bære</li><li>Gode til å, strand, kajak og vandring</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/4c6d1b0b-5515-4a19-b94c-11730d7b2e2a.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandsko par""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Sko,"Camping, Friluftsliv, Sko, Strand, Vandsko",FALSE,Størrelse,40.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-1,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3f2c1992-1070-40e2-b18a-a81735950a92.jpg?v=1782034796,1,Vandsko,FALSE,Vandsko – Hurtigtørrende til Å & Strand,"Lette, skridsikre vandsko der tørrer hurtigt og beskytter foden mod skarpe sten. Til strand, å, kajak og vandring.",draft
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,40.5,Farve,Blå,,,BAEVER-CAMP-075-2,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,40.5,Farve,Lysegrå,,,BAEVER-CAMP-075-3,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,41.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-4,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,41.5,Farve,Blå,,,BAEVER-CAMP-075-5,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,41.5,Farve,Lysegrå,,,BAEVER-CAMP-075-6,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,42.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-7,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,42.5,Farve,Blå,,,BAEVER-CAMP-075-8,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,42.5,Farve,Lysegrå,,,BAEVER-CAMP-075-9,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,43.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-10,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,43.5,Farve,Blå,,,BAEVER-CAMP-075-11,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,43.5,Farve,Lysegrå,,,BAEVER-CAMP-075-12,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,44.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-13,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,44.5,Farve,Blå,,,BAEVER-CAMP-075-14,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,44.5,Farve,Lysegrå,,,BAEVER-CAMP-075-15,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,45.5,Farve,Sort Rosa,,,BAEVER-CAMP-075-16,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,45.5,Farve,Blå,,,BAEVER-CAMP-075-17,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,Størrelse,45.5,Farve,Lysegrå,,,BAEVER-CAMP-075-18,shopify,19,continue,manual,369.00,459.00,TRUE,TRUE,,,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/12fea254-5aec-4a55-b234-eb11899a4585.jpg?v=1782034796,2,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4c6d1b0b-5515-4a19-b94c-11730d7b2e2a.jpg?v=1782034796,3,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3a1ab95a-070a-41cb-aa76-1ddde58dfb2d.jpg?v=1782034796,4,,,,,
vandsko-hurtigtoerrende-til-aa-strand,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/cf66315c-16ca-4270-a333-4c3d7fafd20c.jpg?v=1782034795,5,,,,,
taktisk-brysttaske-justerbar-med-flere-rum,Taktisk Brysttaske – Justerbar med Flere Rum,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Bær alt, hvad du har brug for – hurtigt tilgængeligt</h2>
<p>På vandreturen eller til træning vil du gerne have telefon, nøgler og småting tæt på. En almindelig taske dingler og skal tages af for at komme til.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/579d2c83-4d5f-4e49-aee8-32bf77a57f86.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Taktisk brysttaske""></p>
<h3 style=""font-size:19px;"">Stabil pasform og mange rum</h3>
<p>Denne taktiske brysttaske sidder stabilt med justerbare stropper og har flere lynlåsrum. Alt holdes på plads, selv når du bevæger dig hurtigt.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/fa05e13c-ddbf-4e0e-9c5c-b2a55dabbd28.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Brysttaske detalje""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Flere rum med lynlås</li><li>Justerbare stropper til stabil pasform</li><li>Sikkert rum til værdigenstande</li><li>Flot og praktisk sort design</li><li>God til løb, vandring og hverdag</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/26815a57-da3d-4f88-b8f8-e7d2ca466126.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Brysttaske rum""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Tasker,"Brysttaske, Camping, Friluftsliv, Taktisk, Taske",FALSE,Title,Default Title,,,,,BAEVER-CAMP-076,shopify,17,continue,manual,269.00,329.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/579d2c83-4d5f-4e49-aee8-32bf77a57f86.jpg?v=1782034845,1,Taktisk brysttaske,FALSE,Taktisk Brysttaske – Justerbar med Flere Rum,Stabil brysttaske med flere lynlåsrum og justerbare stropper. Hav telefon og nøgler tæt på – til løb og vandring.,draft
taktisk-brysttaske-justerbar-med-flere-rum,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fa05e13c-ddbf-4e0e-9c5c-b2a55dabbd28.jpg?v=1782034846,2,,,,,
taktisk-brysttaske-justerbar-med-flere-rum,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/26815a57-da3d-4f88-b8f8-e7d2ca466126.jpg?v=1782034845,3,,,,,
taktisk-brysttaske-justerbar-med-flere-rum,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/aa070315-523c-48e1-905a-580b6b831a92.jpg?v=1782034846,4,,,,,
taktisk-brysttaske-justerbar-med-flere-rum,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3348ea2e-1b9f-45da-bdcd-c03c2c6f4da7.jpg?v=1782034847,5,,,,,
aandbare-sneakers-lette-vandresko,Åndbare Sneakers – Lette Vandresko,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Behagelige sko til lange dage på benene</h2>
<p>Tunge og varme sko gør fødderne trætte og svedige. På vandreturen og i hverdagen vil man have sko, der både ånder og giver støtte.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/95b35a76-000a-4abc-9a3e-9a18b02a35b1.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Åndbare sneakers""></p>
<h3 style=""font-size:19px;"">Lette med dæmpende sål</h3>
<p>Disse sneakers er lavet af åndbart materiale og har en dæmpende EVA-sål. De er lette på foden og behagelige at have på hele dagen.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/2b4ae4b8-adc9-4702-b4f1-c8c028e8ebf0.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Sneakers detalje""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Åndbart materiale</li><li>Dæmpende EVA-sål</li><li>Lette på foden</li><li>Gode til vandring, løb og hverdag</li><li>Behagelige året rundt</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/191b6e96-a7cd-4214-a79e-c2017cda8295.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Sneakers par""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Sko,"Camping, Friluftsliv, Sko, Sneakers, Vandring",FALSE,Størrelse,40,Farve,Sort,,,BAEVER-CAMP-077-1,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/95b35a76-000a-4abc-9a3e-9a18b02a35b1.jpg?v=1782034894,1,Åndbare sneakers,FALSE,Åndbare Sneakers – Lette Vandresko,"Lette sneakers i åndbart materiale med dæmpende EVA-sål. Behagelige hele dagen – til vandring, løb og hverdag.",draft
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,40,Farve,Grøn,,,BAEVER-CAMP-077-2,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,40,Farve,Lysegrå,,,BAEVER-CAMP-077-3,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,41,Farve,Sort,,,BAEVER-CAMP-077-4,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,41,Farve,Grøn,,,BAEVER-CAMP-077-5,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,41,Farve,Lysegrå,,,BAEVER-CAMP-077-6,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,42,Farve,Sort,,,BAEVER-CAMP-077-7,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,42,Farve,Grøn,,,BAEVER-CAMP-077-8,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,42,Farve,Lysegrå,,,BAEVER-CAMP-077-9,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,43,Farve,Sort,,,BAEVER-CAMP-077-10,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,43,Farve,Grøn,,,BAEVER-CAMP-077-11,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,43,Farve,Lysegrå,,,BAEVER-CAMP-077-12,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,45,Farve,Sort,,,BAEVER-CAMP-077-13,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,45,Farve,Grøn,,,BAEVER-CAMP-077-14,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,45,Farve,Lysegrå,,,BAEVER-CAMP-077-15,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,46,Farve,Sort,,,BAEVER-CAMP-077-16,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,46,Farve,Grøn,,,BAEVER-CAMP-077-17,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,Størrelse,46,Farve,Lysegrå,,,BAEVER-CAMP-077-18,shopify,19,continue,manual,229.00,289.00,TRUE,TRUE,,,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2b4ae4b8-adc9-4702-b4f1-c8c028e8ebf0.jpg?v=1782034894,2,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/191b6e96-a7cd-4214-a79e-c2017cda8295.jpg?v=1782034894,3,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/730e3c98-e67e-4d12-95ac-6a24be041885.jpg?v=1782034894,4,,,,,
aandbare-sneakers-lette-vandresko,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/c9d7bfff-d25b-4ffa-9044-56a812763a0c.jpg?v=1782034894,5,,,,,
noedregnjakke-let-pakbar-regnbeskyttelse,Nødregnjakke – Let & Pakbar Regnbeskyttelse,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Bliv aldrig overrasket af regnen igen</h2>
<p>Vejret slår hurtigt om på vandreturen eller festivalen. Uden regnbeskyttelse bliver du gennemblødt og forfrossen på få minutter.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/76a6dbbc-90bf-49e2-9f8f-dfb3acae73c8.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Nødregnjakke""></p>
<h3 style=""font-size:19px;"">Let nok til altid at have med</h3>
<p>Denne regnjakke vejer næsten ingenting og kan være i lommen eller rygsækken. Når regnen kommer, tager du den frem og holder dig tør med det samme.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/ae14ba11-d5b1-4b01-bf07-436e9e865e0c.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Regnjakke i brug""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Let og pakbar – kan være i lommen</li><li>Vandtæt materiale</li><li>God som nødudstyr i rygsækken</li><li>Til vandring, festival og camping</li><li>Leveres i flerpak</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/fba74a34-91ea-47e4-a31b-4ddcd484b943.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Regnjakke detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Friluftsliv,"Camping, Friluftsliv, Nødudstyr, Regnjakke, Vandring",FALSE,Title,Default Title,,,,,BAEVER-CAMP-078,shopify,19,continue,manual,139.00,169.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/76a6dbbc-90bf-49e2-9f8f-dfb3acae73c8.jpg?v=1782034944,1,Nødregnjakke,FALSE,Nødregnjakke – Let & Pakbar Regnbeskyttelse,"Superlet regnjakke der kan være i lommen. Hold dig tør, når vejret slår om – ideel til vandring og festival.",draft
noedregnjakke-let-pakbar-regnbeskyttelse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ae14ba11-d5b1-4b01-bf07-436e9e865e0c.jpg?v=1782034944,2,,,,,
noedregnjakke-let-pakbar-regnbeskyttelse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fba74a34-91ea-47e4-a31b-4ddcd484b943.jpg?v=1782034944,3,,,,,
noedregnjakke-let-pakbar-regnbeskyttelse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6bff47e4-db5c-4848-aa7c-3d37fe62e2d0.jpg?v=1782034943,4,,,,,
noedregnjakke-let-pakbar-regnbeskyttelse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/38f160d1-26c7-4de6-95c3-b8eb0abd1d24.jpg?v=1782034943,5,,,,,
vandrerygsaek-1000d-25-50l-slidstaerk,Vandrerygsæk 1000D – 25–50L Slidstærk,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">En rygsæk der klarer barske ture</h2>
<p>En billig rygsæk går let i stykker i sømme og lynlåse, når den bliver tungt pakket. Midt i naturen er det det sidste, du vil ud for.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/513d640f-f9b9-4f78-b581-add0563f4104.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandrerygsæk 1000D""></p>
<h3 style=""font-size:19px;"">Kraftig 1000D-nylon</h3>
<p>Denne rygsæk er lavet af slidstærk 1000D-nylon og rummer mellem 25 og 50 liter. Den har flere rum og sidder behageligt, selv når den er fuldt pakket.</p>
<p><img src=""https://img.kwcdn.com/product/open/2024-07-28/1722169228508-f8051414febf4538acdb2293931d7902-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Rygsæk detalje""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Slidstærk 1000D-nylon</li><li>Rummer 25–50 liter</li><li>Flere rum til god orden</li><li>Behagelige og justerbare skulderstropper</li><li>Til vandring, camping, fiskeri og jagt</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/open/2024-07-28/1722169229176-0ee88b7fe9d74db99fb58dd5b4e5d93e-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Rygsæk rum""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden besvær.</p>
</div>",Bæverbutikken,Tasker,"Camping, Friluftsliv, Rygsæk, Vandring, Taske",FALSE,Title,Default Title,,,,,BAEVER-CAMP-079,shopify,19,continue,manual,339.00,429.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/513d640f-f9b9-4f78-b581-add0563f4104.jpg?v=1782034998,1,Vandrerygsæk 1000D,FALSE,Vandrerygsæk 1000D – 25–50L Slidstærk,Slidstærk rygsæk i 1000D-nylon med flere rum og justerbare stropper. Sidder behageligt selv fuldt pakket.,draft
vandrerygsaek-1000d-25-50l-slidstaerk,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169228508-f8051414febf4538acdb2293931d7902-goods.jpg?v=1782034998,2,,,,,
vandrerygsaek-1000d-25-50l-slidstaerk,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169229176-0ee88b7fe9d74db99fb58dd5b4e5d93e-goods.jpg?v=1782034998,3,,,,,
vandrerygsaek-1000d-25-50l-slidstaerk,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169223088-5ca0df3d233e48ec8423c4dddbf7447b-goods.jpg?v=1782034998,4,,,,,
vandrerygsaek-1000d-25-50l-slidstaerk,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169234138-453297feea7c47b985d741ed5a671fbc-goods.jpg?v=1782034998,5,,,,,
